Region,Technology,Fuel,Type,Unit,Year,Value
Diourbel,D_PHS,2035,Levelized Costs [Total],MEUR/PJ,Power,193.75
Thies,D_PHS,2035,Levelized Costs [Total],MEUR/PJ,Power,193.75
LS,D_PHS,2035,Levelized Costs [Total],MEUR/PJ,Power,193.75
FKK,D_PHS,2035,Levelized Costs [Total],MEUR/PJ,Power,193.75
ZS,D_PHS,2035,Levelized Costs [Total],MEUR/PJ,Power,193.75
MTKK,D_PHS,2035,Levelized Costs [Total],MEUR/PJ,Power,193.75
Dakar,D_PHS_Residual,2035,Levelized Costs [Total],MEUR/PJ,Power,9.6875
Diourbel,D_PHS_Residual,2035,Levelized Costs [Total],MEUR/PJ,Power,9.6875
Thies,D_PHS_Residual,2035,Levelized Costs [Total],MEUR/PJ,Power,9.6875
LS,D_PHS_Residual,2035,Levelized Costs [Total],MEUR/PJ,Power,9.6875
FKK,D_PHS_Residual,2035,Levelized Costs [Total],MEUR/PJ,Power,9.6875
ZS,D_PHS_Residual,2035,Levelized Costs [Total],MEUR/PJ,Power,9.6875
MTKK,D_PHS_Residual,2035,Levelized Costs [Total],MEUR/PJ,Power,9.6875
Dakar,D_Battery_Li-Ion,2035,Levelized Costs [Total],MEUR/PJ,Power,41.666666665
Diourbel,D_Battery_Li-Ion,2035,Levelized Costs [Total],MEUR/PJ,Power,41.666666665
Thies,D_Battery_Li-Ion,2035,Levelized Costs [Total],MEUR/PJ,Power,41.666666665
LS,D_Battery_Li-Ion,2035,Levelized Costs [Total],MEUR/PJ,Power,41.666666665
FKK,D_Battery_Li-Ion,2035,Levelized Costs [Total],MEUR/PJ,Power,41.666666665
ZS,D_Battery_Li-Ion,2035,Levelized Costs [Total],MEUR/PJ,Power,41.666666665
MTKK,D_Battery_Li-Ion,2035,Levelized Costs [Total],MEUR/PJ,Power,41.666666665
Dakar,D_Battery_Redox,2040,Levelized Costs [Total],MEUR/PJ,Power,159.7222222
Diourbel,D_Battery_Redox,2040,Levelized Costs [Total],MEUR/PJ,Power,159.7222222
Thies,D_Battery_Redox,2040,Levelized Costs [Total],MEUR/PJ,Power,159.7222222
LS,D_Battery_Redox,2040,Levelized Costs [Total],MEUR/PJ,Power,159.7222222
FKK,D_Battery_Redox,2040,Levelized Costs [Total],MEUR/PJ,Power,159.7222222
ZS,D_Battery_Redox,2040,Levelized Costs [Total],MEUR/PJ,Power,159.7222222
MTKK,D_Battery_Redox,2040,Levelized Costs [Total],MEUR/PJ,Power,159.7222222
Dakar,D_PHS,2040,Levelized Costs [Total],MEUR/PJ,Power,193.05555555
Diourbel,D_PHS,2040,Levelized Costs [Total],MEUR/PJ,Power,193.05555555
Thies,D_PHS,2040,Levelized Costs [Total],MEUR/PJ,Power,193.05555555
LS,D_PHS,2040,Levelized Costs [Total],MEUR/PJ,Power,193.05555555
FKK,D_PHS,2040,Levelized Costs [Total],MEUR/PJ,Power,193.05555555
ZS,D_PHS,2040,Levelized Costs [Total],MEUR/PJ,Power,193.05555555
MTKK,D_PHS,2040,Levelized Costs [Total],MEUR/PJ,Power,193.05555555
Dakar,D_PHS_Residual,2040,Levelized Costs [Total],MEUR/PJ,Power,9.652777780000001
Diourbel,D_PHS_Residual,2040,Levelized Costs [Total],MEUR/PJ,Power,9.652777780000001
Thies,D_PHS_Residual,2040,Levelized Costs [Total],MEUR/PJ,Power,9.652777780000001
LS,D_PHS_Residual,2040,Levelized Costs [Total],MEUR/PJ,Power,9.652777780000001
FKK,D_PHS_Residual,2040,Levelized Costs [Total],MEUR/PJ,Power,9.652777780000001
ZS,D_PHS_Residual,2040,Levelized Costs [Total],MEUR/PJ,Power,9.652777780000001
MTKK,D_PHS_Residual,2040,Levelized Costs [Total],MEUR/PJ,Power,9.652777780000001
Dakar,D_Battery_Li-Ion,2040,Levelized Costs [Total],MEUR/PJ,Power,40.27777778
Diourbel,D_Battery_Li-Ion,2040,Levelized Costs [Total],MEUR/PJ,Power,40.27777778
Thies,D_Battery_Li-Ion,2040,Levelized Costs [Total],MEUR/PJ,Power,40.27777778
LS,D_Battery_Li-Ion,2040,Levelized Costs [Total],MEUR/PJ,Power,40.27777778
FKK,D_Battery_Li-Ion,2040,Levelized Costs [Total],MEUR/PJ,Power,40.27777778
ZS,D_Battery_Li-Ion,2040,Levelized Costs [Total],MEUR/PJ,Power,40.27777778
MTKK,D_Battery_Li-Ion,2040,Levelized Costs [Total],MEUR/PJ,Power,40.27777778
Dakar,D_Battery_Redox,2045,Levelized Costs [Total],MEUR/PJ,Power,154.8611111
Diourbel,D_Battery_Redox,2045,Levelized Costs [Total],MEUR/PJ,Power,154.8611111
Thies,D_Battery_Redox,2045,Levelized Costs [Total],MEUR/PJ,Power,154.8611111
LS,D_Battery_Redox,2045,Levelized Costs [Total],MEUR/PJ,Power,154.8611111
FKK,D_Battery_Redox,2045,Levelized Costs [Total],MEUR/PJ,Power,154.8611111
ZS,D_Battery_Redox,2045,Levelized Costs [Total],MEUR/PJ,Power,154.8611111
MTKK,D_Battery_Redox,2045,Levelized Costs [Total],MEUR/PJ,Power,154.8611111
Dakar,D_PHS,2045,Levelized Costs [Total],MEUR/PJ,Power,192.3611111
Diourbel,D_PHS,2045,Levelized Costs [Total],MEUR/PJ,Power,192.3611111
Thies,D_PHS,2045,Levelized Costs [Total],MEUR/PJ,Power,192.3611111
LS,D_PHS,2045,Levelized Costs [Total],MEUR/PJ,Power,192.3611111
FKK,D_PHS,2045,Levelized Costs [Total],MEUR/PJ,Power,192.3611111
ZS,D_PHS,2045,Levelized Costs [Total],MEUR/PJ,Power,192.3611111
MTKK,D_PHS,2045,Levelized Costs [Total],MEUR/PJ,Power,192.3611111
Dakar,D_PHS_Residual,2045,Levelized Costs [Total],MEUR/PJ,Power,9.618055555
Diourbel,D_PHS_Residual,2045,Levelized Costs [Total],MEUR/PJ,Power,9.618055555
Thies,D_PHS_Residual,2045,Levelized Costs [Total],MEUR/PJ,Power,9.618055555
LS,D_PHS_Residual,2045,Levelized Costs [Total],MEUR/PJ,Power,9.618055555
FKK,D_PHS_Residual,2045,Levelized Costs [Total],MEUR/PJ,Power,9.618055555
ZS,D_PHS_Residual,2045,Levelized Costs [Total],MEUR/PJ,Power,9.618055555
MTKK,D_PHS_Residual,2045,Levelized Costs [Total],MEUR/PJ,Power,9.618055555
Dakar,D_Battery_Li-Ion,2045,Levelized Costs [Total],MEUR/PJ,Power,38.88888889
Diourbel,D_Battery_Li-Ion,2045,Levelized Costs [Total],MEUR/PJ,Power,38.88888889
Thies,D_Battery_Li-Ion,2045,Levelized Costs [Total],MEUR/PJ,Power,38.88888889
LS,D_Battery_Li-Ion,2045,Levelized Costs [Total],MEUR/PJ,Power,38.88888889
FKK,D_Battery_Li-Ion,2045,Levelized Costs [Total],MEUR/PJ,Power,38.88888889
ZS,D_Battery_Li-Ion,2045,Levelized Costs [Total],MEUR/PJ,Power,38.88888889
MTKK,D_Battery_Li-Ion,2045,Levelized Costs [Total],MEUR/PJ,Power,38.88888889
Dakar,D_Battery_Redox,2050,Levelized Costs [Total],MEUR/PJ,Power,150.0
Diourbel,D_Battery_Redox,2050,Levelized Costs [Total],MEUR/PJ,Power,150.0
Thies,D_Battery_Redox,2050,Levelized Costs [Total],MEUR/PJ,Power,150.0
LS,D_Battery_Redox,2050,Levelized Costs [Total],MEUR/PJ,Power,150.0
FKK,D_Battery_Redox,2050,Levelized Costs [Total],MEUR/PJ,Power,150.0
ZS,D_Battery_Redox,2050,Levelized Costs [Total],MEUR/PJ,Power,150.0
MTKK,D_Battery_Redox,2050,Levelized Costs [Total],MEUR/PJ,Power,150.0
Dakar,D_PHS,2050,Levelized Costs [Total],MEUR/PJ,Power,191.66666665000002
Diourbel,D_PHS,2050,Levelized Costs [Total],MEUR/PJ,Power,191.66666665000002
Thies,D_PHS,2050,Levelized Costs [Total],MEUR/PJ,Power,191.66666665000002
LS,D_PHS,2050,Levelized Costs [Total],MEUR/PJ,Power,191.66666665000002
FKK,D_PHS,2050,Levelized Costs [Total],MEUR/PJ,Power,191.66666665000002
ZS,D_PHS,2050,Levelized Costs [Total],MEUR/PJ,Power,191.66666665000002
MTKK,D_PHS,2050,Levelized Costs [Total],MEUR/PJ,Power,191.66666665000002
Dakar,D_PHS_Residual,2050,Levelized Costs [Total],MEUR/PJ,Power,9.583333335
Diourbel,D_PHS_Residual,2050,Levelized Costs [Total],MEUR/PJ,Power,9.583333335
Thies,D_PHS_Residual,2050,Levelized Costs [Total],MEUR/PJ,Power,9.583333335
LS,D_PHS_Residual,2050,Levelized Costs [Total],MEUR/PJ,Power,9.583333335
FKK,D_PHS_Residual,2050,Levelized Costs [Total],MEUR/PJ,Power,9.583333335
ZS,D_PHS_Residual,2050,Levelized Costs [Total],MEUR/PJ,Power,9.583333335
MTKK,D_PHS_Residual,2050,Levelized Costs [Total],MEUR/PJ,Power,9.583333335
Dakar,D_Battery_Li-Ion,2050,Levelized Costs [Total],MEUR/PJ,Power,37.5
Diourbel,D_Battery_Li-Ion,2050,Levelized Costs [Total],MEUR/PJ,Power,37.5
Thies,D_Battery_Li-Ion,2050,Levelized Costs [Total],MEUR/PJ,Power,37.5
LS,D_Battery_Li-Ion,2050,Levelized Costs [Total],MEUR/PJ,Power,37.5
FKK,D_Battery_Li-Ion,2050,Levelized Costs [Total],MEUR/PJ,Power,37.5
ZS,D_Battery_Li-Ion,2050,Levelized Costs [Total],MEUR/PJ,Power,37.5
MTKK,D_Battery_Li-Ion,2050,Levelized Costs [Total],MEUR/PJ,Power,37.5
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,298.8581845628403
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,285.69154935640177
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,296.91401669515176
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,276.01311863880414
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,292.61413860028256
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,293.3778483964986
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,270.9905581342671
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,2.123556016126315
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,2.123556016126315
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,2.123556016126315
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,2.123556016126315
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,2.09859341962808
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,2.123556016126315
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,2.123556016126315
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,1.6791707891197665
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,1.6791707891197665
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,1.6791707891197665
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,1.6791707891197665
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,1.6791707891197665
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,1.6791707891197665
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,1.6791707891197665
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,1.344790447421624
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,1.344790447421624
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,1.344790447421624
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,1.344790447421624
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,1.344790447421624
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,1.344790447421624
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,1.344790447421624
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,1.0780836756212768
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,1.0780836756212768
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,1.0780836756212768
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,1.0780836756212768
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,1.0780836756212768
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,1.0780836756212768
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,1.0780836756212768
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,0.8652497015751665
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,0.8652497015751665
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,0.8652497015751665
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,0.8652497015751665
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,0.8652497015751665
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,0.8652497015751665
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,0.8652497015751665
Dakar,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,0.6953192979526284
Diourbel,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,0.6953192979526284
Thies,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,0.6953192979526284
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,0.6953192979526284
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,0.6953192979526284
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,0.6953192979526284
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,0.6953192979526284
Dakar,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,1.666666667
Diourbel,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,1.666666667
Thies,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,1.666666667
LS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,1.666666667
FKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,1.666666667
ZS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,1.666666667
MTKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,1.666666667
Dakar,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,1.917289049894068
Diourbel,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,1.917289049894068
Thies,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,1.917289049894068
LS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,1.917289049894068
FKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,1.917289049894068
ZS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,1.917289049894068
MTKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,1.917289049894068
Dakar,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,2.030848375587161
Diourbel,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,2.030848375587161
Thies,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,2.030476210590491
LS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,2.030848375587161
FKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,2.030848375587161
ZS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,2.030848375587161
MTKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,2.030848375587161
Dakar,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,2.1471281389981103
Diourbel,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,2.1471281389981103
Thies,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,2.1471281389981103
LS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,2.1471281389981103
FKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,2.1471281389981103
ZS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,2.1471281389981103
MTKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,2.1471281389981103
Dakar,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,2.269658748370369
Diourbel,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,2.269658748370369
Thies,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,2.269658748370369
LS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,2.269658748370369
FKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,2.269658748370369
ZS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,2.269658748370369
MTKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,2.269658748370369
Dakar,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,2.259240742478984
Diourbel,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,2.259240742478984
Thies,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,2.259240742478984
LS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,2.259240742478984
FKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,2.259240742478984
ZS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,2.259240742478984
MTKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,2.259240742478984
Dakar,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,2.222222222
Diourbel,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,2.222222222
Thies,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,2.222222222
LS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,2.222222222
FKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,2.222222222
ZS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,2.222222222
MTKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,2.222222222
Dakar,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,481.4637227260958
Diourbel,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,489.1109779215439
Thies,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,489.1109779215439
LS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,489.1109779215439
FKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,489.1109779215439
ZS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,489.1109779215439
MTKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,489.1109779215439
Dakar,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,53.745367513130134
Diourbel,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,22.70800105658921
Thies,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,22.70800105658921
LS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,22.70800105658921
FKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,22.70800105658921
ZS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,22.708001056589207
MTKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,22.70800105658921
Dakar,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,67.6514082134511
Diourbel,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,67.6514082134511
Thies,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,67.65140821345112
LS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,67.6514082134511
FKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,67.6514082134511
ZS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,67.65140821345112
MTKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,67.65140821345112
Dakar,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,164.12644723302182
Diourbel,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,164.84137699589616
Thies,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,164.43527390150678
LS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,164.65623518534343
FKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,163.79871151914938
ZS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,162.58469215074226
MTKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,162.35172428505481
Dakar,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,165.3989750918402
Diourbel,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,126.77132931763899
Thies,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,54.334117220528086
LS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,126.22058380505837
FKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,54.10235645042577
ZS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,193.5372381287154
MTKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,78.4558279070145
Dakar,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,135.30039423562286
Diourbel,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,176.00367847547798
Thies,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,135.21644284278727
LS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,182.17241697106343
FKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,154.0784385850438
ZS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,186.34169743484395
MTKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,168.41253903217563
Dakar,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,16.507466683378265
Diourbel,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,26.584914061397015
Thies,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,20.190877059593404
LS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,25.992638094933774
FKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,26.935379811346056
ZS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,28.478345375801887
MTKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,24.031415701641198
