Timestamp [UTC],2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1/1/2050 0:00,0.000164487,0.000116675,0.000137985,0.000287091,5.69E-05,0.000231722,0.000269558,0.000440373,0.000294759,0.000173616,0.000165256,0.000304297,0.000370293,0.000269541,0.000114454,0.000128898,0.000175558,0.000224187,0.000267475,0.000142071,0.000332325,0.000328744,0.000130087,0.000194864,8.82E-05
1/1/2050 1:00,0.00015998,0.000105491,0.000134824,0.000329658,5.09E-05,0.000239063,0.000300947,0.000464593,0.00027805,0.000212564,0.000193287,0.000257264,0.000360232,0.000289449,9.88E-05,0.000117299,0.000189959,0.000244088,0.000319977,0.000145826,0.000356586,0.000339385,0.000187474,0.000186815,7.63E-05
1/1/2050 2:00,0.000158733,0.000112376,0.000116846,0.000326378,5.41E-05,0.000258749,0.000309626,0.000492582,0.000269416,0.000221901,0.000222848,0.000231139,0.000351653,0.000311895,0.000101744,0.00012267,0.000193509,0.000268148,0.000336976,0.000159352,0.000354959,0.000350316,0.000231568,0.00021493,8.29E-05
1/1/2050 3:00,0.000162178,0.000115685,0.000118021,0.0003063,7.95E-05,0.000262715,0.000313291,0.000505745,0.000263523,0.000224965,0.000230616,0.000216609,0.000346653,0.000352759,0.000141232,0.000141409,0.000197169,0.000286228,0.000338693,0.000166675,0.000335444,0.000344972,0.000264337,0.000284026,0.000112
1/1/2050 4:00,0.000163333,9.79E-05,0.00014332,0.000270014,0.000114233,0.000248663,0.000332013,0.000508355,0.000251588,0.000245874,0.000195216,0.000178135,0.000347083,0.000386821,0.000192448,0.000165721,0.000189474,0.000298515,0.000343066,0.00017154,0.00035327,0.000327229,0.000311122,0.000333609,0.000146231
1/1/2050 5:00,0.000151312,7.44E-05,0.000180309,0.000266177,0.000151054,0.000252585,0.00034422,0.000493722,0.000257984,0.000259494,0.000162702,0.00016379,0.000334814,0.000412073,0.000233007,0.000180557,0.000193524,0.000302217,0.000351418,0.000159615,0.00036492,0.000300165,0.000339165,0.00035526,0.000164765
1/1/2050 6:00,0.000151467,5.69E-05,0.000161407,0.000279575,0.00018854,0.000269376,0.000344003,0.000487984,0.000271741,0.000241402,0.000135694,0.000158276,0.000343121,0.000439537,0.000257758,0.000193308,0.000191758,0.000309285,0.000361378,0.000150392,0.000364029,0.000274666,0.000349048,0.000364858,0.000171468
1/1/2050 7:00,0.000148341,5.39E-05,0.000150452,0.000284636,0.000202059,0.000301747,0.000327332,0.000485581,0.000274077,0.000210778,0.000117811,0.000156804,0.000339899,0.00044723,0.000245702,0.00020008,0.000195499,0.000305587,0.000371729,0.000134988,0.000366964,0.000263925,0.000351177,0.000372373,0.000176643
1/1/2050 8:00,0.000131287,5.89E-05,0.000117742,0.000289274,0.000190365,0.00032087,0.000314938,0.000485619,0.00027459,0.00019439,0.000106026,0.000151991,0.000315499,0.000406771,0.000245268,0.00020257,0.000192324,0.000298387,0.000378461,0.000120238,0.0003616,0.00026085,0.00035103,0.000373585,0.000155974
1/1/2050 9:00,7.46E-05,4.90E-05,9.42E-05,0.000245482,0.000143961,0.000302545,0.00027625,0.000456754,0.000263477,0.00018425,7.14E-05,0.000126332,0.000280516,0.000357646,0.000201171,0.000179016,0.000165131,0.00024944,0.000354921,8.67E-05,0.000344948,0.000218405,0.000319695,0.000324022,0.000104743
