Type,Region,Dim1,Dim2,Year,Value
FinalEnergyConsumption,Dakar,InputDemand,Heat_Low_Industrial,2030,1.0547222222222223
FinalEnergyConsumption,Diourbel,InputDemand,Heat_Low_Industrial,2030,0.5144444444444445
FinalEnergyConsumption,Thies,InputDemand,Heat_Low_Industrial,2030,0.9955555555555555
FinalEnergyConsumption,LS,InputDemand,Heat_Low_Industrial,2030,0.45805555555555555
FinalEnergyConsumption,FKK,InputDemand,Heat_Low_Industrial,2030,0.36527777777777776
FinalEnergyConsumption,ZS,InputDemand,Heat_Low_Industrial,2030,0.3113888888888889
FinalEnergyConsumption,MTKK,InputDemand,Heat_Low_Industrial,2030,0.3163888888888889
FinalEnergyConsumption,Dakar,InputDemand,Heat_Low_Industrial,2035,1.5505555555555555
FinalEnergyConsumption,Diourbel,InputDemand,Heat_Low_Industrial,2035,0.7563888888888888
FinalEnergyConsumption,Thies,InputDemand,Heat_Low_Industrial,2035,1.4636111111111112
FinalEnergyConsumption,LS,InputDemand,Heat_Low_Industrial,2035,0.6730555555555555
FinalEnergyConsumption,FKK,InputDemand,Heat_Low_Industrial,2035,0.5369444444444444
FinalEnergyConsumption,ZS,InputDemand,Heat_Low_Industrial,2035,0.4575
FinalEnergyConsumption,MTKK,InputDemand,Heat_Low_Industrial,2035,0.4652777777777778
FinalEnergyConsumption,Dakar,InputDemand,Heat_Low_Industrial,2040,2.279444444444444
FinalEnergyConsumption,Diourbel,InputDemand,Heat_Low_Industrial,2040,1.1119444444444444
FinalEnergyConsumption,Thies,InputDemand,Heat_Low_Industrial,2040,2.151388888888889
FinalEnergyConsumption,LS,InputDemand,Heat_Low_Industrial,2040,0.9894444444444443
FinalEnergyConsumption,FKK,InputDemand,Heat_Low_Industrial,2040,0.7894444444444444
FinalEnergyConsumption,ZS,InputDemand,Heat_Low_Industrial,2040,0.6727777777777778
FinalEnergyConsumption,MTKK,InputDemand,Heat_Low_Industrial,2040,0.6838888888888889
FinalEnergyConsumption,Dakar,InputDemand,Heat_Low_Industrial,2045,3.3505555555555553
FinalEnergyConsumption,Diourbel,InputDemand,Heat_Low_Industrial,2045,1.6344444444444446
FinalEnergyConsumption,Thies,InputDemand,Heat_Low_Industrial,2045,3.1627777777777775
FinalEnergyConsumption,LS,InputDemand,Heat_Low_Industrial,2045,1.4547222222222222
FinalEnergyConsumption,FKK,InputDemand,Heat_Low_Industrial,2045,1.1605555555555556
FinalEnergyConsumption,ZS,InputDemand,Heat_Low_Industrial,2045,0.9888888888888889
FinalEnergyConsumption,MTKK,InputDemand,Heat_Low_Industrial,2045,1.0052777777777777
FinalEnergyConsumption,Dakar,InputDemand,Heat_Low_Industrial,2050,4.9252777777777785
FinalEnergyConsumption,Diourbel,InputDemand,Heat_Low_Industrial,2050,2.4027777777777777
FinalEnergyConsumption,Thies,InputDemand,Heat_Low_Industrial,2050,4.649166666666666
FinalEnergyConsumption,LS,InputDemand,Heat_Low_Industrial,2050,2.138333333333333
FinalEnergyConsumption,FKK,InputDemand,Heat_Low_Industrial,2050,1.7058333333333333
FinalEnergyConsumption,ZS,InputDemand,Heat_Low_Industrial,2050,1.453611111111111
FinalEnergyConsumption,MTKK,InputDemand,Heat_Low_Industrial,2050,1.4775
FinalEnergyConsumption,Dakar,InputDemand,Heat_Medium_Industrial,2022,1.2638888888888888
FinalEnergyConsumption,Diourbel,InputDemand,Heat_Medium_Industrial,2022,0.4444444444444444
FinalEnergyConsumption,Thies,InputDemand,Heat_Medium_Industrial,2022,1.1805555555555556
FinalEnergyConsumption,LS,InputDemand,Heat_Medium_Industrial,2022,0.2888888888888889
FinalEnergyConsumption,FKK,InputDemand,Heat_Medium_Industrial,2022,0.41944444444444445
FinalEnergyConsumption,ZS,InputDemand,Heat_Medium_Industrial,2022,0.1652777777777778
FinalEnergyConsumption,MTKK,InputDemand,Heat_Medium_Industrial,2022,0.32916666666666666
FinalEnergyConsumption,Dakar,InputDemand,Heat_Medium_Industrial,2025,1.5924999999999998
FinalEnergyConsumption,Diourbel,InputDemand,Heat_Medium_Industrial,2025,0.5599999999999999
FinalEnergyConsumption,Thies,InputDemand,Heat_Medium_Industrial,2025,1.4875
FinalEnergyConsumption,LS,InputDemand,Heat_Medium_Industrial,2025,0.3638888888888889
FinalEnergyConsumption,FKK,InputDemand,Heat_Medium_Industrial,2025,0.5286111111111111
FinalEnergyConsumption,ZS,InputDemand,Heat_Medium_Industrial,2025,0.20833333333333331
FinalEnergyConsumption,MTKK,InputDemand,Heat_Medium_Industrial,2025,0.4147222222222222
FinalEnergyConsumption,Dakar,InputDemand,Heat_Medium_Industrial,2030,2.341111111111111
FinalEnergyConsumption,Diourbel,InputDemand,Heat_Medium_Industrial,2030,0.8233333333333333
FinalEnergyConsumption,Thies,InputDemand,Heat_Medium_Industrial,2030,2.1866666666666665
FinalEnergyConsumption,LS,InputDemand,Heat_Medium_Industrial,2030,0.5349999999999999
FinalEnergyConsumption,FKK,InputDemand,Heat_Medium_Industrial,2030,0.7769444444444444
FinalEnergyConsumption,ZS,InputDemand,Heat_Medium_Industrial,2030,0.3061111111111111
FinalEnergyConsumption,MTKK,InputDemand,Heat_Medium_Industrial,2030,0.6097222222222222
FinalEnergyConsumption,Dakar,InputDemand,Heat_Medium_Industrial,2035,3.4413888888888886
FinalEnergyConsumption,Diourbel,InputDemand,Heat_Medium_Industrial,2035,1.2102777777777778
FinalEnergyConsumption,Thies,InputDemand,Heat_Medium_Industrial,2035,3.214444444444444
FinalEnergyConsumption,LS,InputDemand,Heat_Medium_Industrial,2035,0.7866666666666666
FinalEnergyConsumption,FKK,InputDemand,Heat_Medium_Industrial,2035,1.1422222222222222
FinalEnergyConsumption,ZS,InputDemand,Heat_Medium_Industrial,2035,0.45
FinalEnergyConsumption,MTKK,InputDemand,Heat_Medium_Industrial,2035,0.8963888888888888
FinalEnergyConsumption,Dakar,InputDemand,Heat_Medium_Industrial,2040,5.058888888888888
FinalEnergyConsumption,Diourbel,InputDemand,Heat_Medium_Industrial,2040,1.7788888888888887
FinalEnergyConsumption,Thies,InputDemand,Heat_Medium_Industrial,2040,4.7252777777777775
FinalEnergyConsumption,LS,InputDemand,Heat_Medium_Industrial,2040,1.156388888888889
FinalEnergyConsumption,FKK,InputDemand,Heat_Medium_Industrial,2040,1.6788888888888887
FinalEnergyConsumption,ZS,InputDemand,Heat_Medium_Industrial,2040,0.6616666666666667
FinalEnergyConsumption,MTKK,InputDemand,Heat_Medium_Industrial,2040,1.3175000000000001
FinalEnergyConsumption,Dakar,InputDemand,Heat_Medium_Industrial,2045,7.436666666666666
FinalEnergyConsumption,Diourbel,InputDemand,Heat_Medium_Industrial,2045,2.6149999999999998
FinalEnergyConsumption,Thies,InputDemand,Heat_Medium_Industrial,2045,6.946388888888889
FinalEnergyConsumption,LS,InputDemand,Heat_Medium_Industrial,2045,1.6997222222222221
FinalEnergyConsumption,FKK,InputDemand,Heat_Medium_Industrial,2045,2.4680555555555554
FinalEnergyConsumption,ZS,InputDemand,Heat_Medium_Industrial,2045,0.9724999999999999
FinalEnergyConsumption,MTKK,InputDemand,Heat_Medium_Industrial,2045,1.9369444444444444
FinalEnergyConsumption,Dakar,InputDemand,Heat_Medium_Industrial,2050,10.931944444444444
FinalEnergyConsumption,Diourbel,InputDemand,Heat_Medium_Industrial,2050,3.8441666666666667
FinalEnergyConsumption,Thies,InputDemand,Heat_Medium_Industrial,2050,10.21111111111111
FinalEnergyConsumption,LS,InputDemand,Heat_Medium_Industrial,2050,2.498611111111111
FinalEnergyConsumption,FKK,InputDemand,Heat_Medium_Industrial,2050,3.6280555555555556
FinalEnergyConsumption,ZS,InputDemand,Heat_Medium_Industrial,2050,1.4294444444444443
FinalEnergyConsumption,MTKK,InputDemand,Heat_Medium_Industrial,2050,2.8472222222222223
ElectricityShareOfFinalEnergy,Dakar,X,X,2022,0.14803203798019826
ElectricityShareOfFinalEnergy,Dakar,X,X,2025,0.19294760952064025
ElectricityShareOfFinalEnergy,Dakar,X,X,2030,0.23453198196272326
ElectricityShareOfFinalEnergy,Dakar,X,X,2035,0.29478362012623166
ElectricityShareOfFinalEnergy,Dakar,X,X,2040,0.44675975082080593
ElectricityShareOfFinalEnergy,Dakar,X,X,2045,0.6560602055409077
ElectricityShareOfFinalEnergy,Dakar,X,X,2050,0.9115283799641561
ElectricityShareOfFinalEnergy,Diourbel,X,X,2022,0.15432817012733407
ElectricityShareOfFinalEnergy,Diourbel,X,X,2025,0.1747890777127537
ElectricityShareOfFinalEnergy,Diourbel,X,X,2030,0.19059679638520519
ElectricityShareOfFinalEnergy,Diourbel,X,X,2035,0.2943244825834491
ElectricityShareOfFinalEnergy,Diourbel,X,X,2040,0.38525803682262066
ElectricityShareOfFinalEnergy,Diourbel,X,X,2045,0.5416794158793358
ElectricityShareOfFinalEnergy,Diourbel,X,X,2050,0.6266427279135327
ElectricityShareOfFinalEnergy,Thies,X,X,2022,0.11769838187462696
ElectricityShareOfFinalEnergy,Thies,X,X,2025,0.17085192586194745
ElectricityShareOfFinalEnergy,Thies,X,X,2030,0.19664057800080362
ElectricityShareOfFinalEnergy,Thies,X,X,2035,0.32330265520060564
ElectricityShareOfFinalEnergy,Thies,X,X,2040,0.4708619450132764
ElectricityShareOfFinalEnergy,Thies,X,X,2045,0.6607767808582269
ElectricityShareOfFinalEnergy,Thies,X,X,2050,0.7425147584413359
ElectricityShareOfFinalEnergy,LS,X,X,2022,0.14054670043023806
ElectricityShareOfFinalEnergy,LS,X,X,2025,0.1357814862125323
ElectricityShareOfFinalEnergy,LS,X,X,2030,0.18018654234028483
ElectricityShareOfFinalEnergy,LS,X,X,2035,0.2602967755714242
ElectricityShareOfFinalEnergy,LS,X,X,2040,0.3896256134059622
ElectricityShareOfFinalEnergy,LS,X,X,2045,0.4976007605597276
ElectricityShareOfFinalEnergy,LS,X,X,2050,0.5966932342563396
ElectricityShareOfFinalEnergy,FKK,X,X,2022,0.19128185333503897
ElectricityShareOfFinalEnergy,FKK,X,X,2025,0.16719845251392398
ElectricityShareOfFinalEnergy,FKK,X,X,2030,0.19516628667412123
ElectricityShareOfFinalEnergy,FKK,X,X,2035,0.2759561395700836
ElectricityShareOfFinalEnergy,FKK,X,X,2040,0.41211524632067664
ElectricityShareOfFinalEnergy,FKK,X,X,2045,0.44655669423408223
ElectricityShareOfFinalEnergy,FKK,X,X,2050,0.49919589228290423
ElectricityShareOfFinalEnergy,ZS,X,X,2022,0.13687043732974996
ElectricityShareOfFinalEnergy,ZS,X,X,2025,0.1786100088673857
ElectricityShareOfFinalEnergy,ZS,X,X,2030,0.23342738139198976
ElectricityShareOfFinalEnergy,ZS,X,X,2035,0.2894053078329367
ElectricityShareOfFinalEnergy,ZS,X,X,2040,0.4196122576604945
ElectricityShareOfFinalEnergy,ZS,X,X,2045,0.4207022942024998
ElectricityShareOfFinalEnergy,ZS,X,X,2050,0.45317240540073833
ElectricityShareOfFinalEnergy,MTKK,X,X,2022,0.1695390391621407
ElectricityShareOfFinalEnergy,MTKK,X,X,2025,0.15970958011849595
ElectricityShareOfFinalEnergy,MTKK,X,X,2030,0.19672820907778446
ElectricityShareOfFinalEnergy,MTKK,X,X,2035,0.2763385674335227
ElectricityShareOfFinalEnergy,MTKK,X,X,2040,0.38251939443077354
ElectricityShareOfFinalEnergy,MTKK,X,X,2045,0.43574463153543613
ElectricityShareOfFinalEnergy,MTKK,X,X,2050,0.4799550368337198
ElectricityShareOfFinalEnergy,Total,X,X,2022,0.14771870765831177
ElectricityShareOfFinalEnergy,Total,X,X,2025,0.17893241686425254
ElectricityShareOfFinalEnergy,Total,X,X,2030,0.2142025431687361
ElectricityShareOfFinalEnergy,Total,X,X,2035,0.29474215597443837
ElectricityShareOfFinalEnergy,Total,X,X,2040,0.43291307730052714
ElectricityShareOfFinalEnergy,Total,X,X,2045,0.582463289957363
ElectricityShareOfFinalEnergy,Total,X,X,2050,0.7134128910616472
