Timestep,Dakar>Thies,Diourbel>Thies,FKK>MTKK,FKK>Thies,FKK>ZS,LS>Thies,MTKK>ZS
0,127.45520112717713346,-96.763541627564222836,-103.98710437244307059,0,0,-77.630895887867268357,47.163054613441431684
1,162.66307379265072086,-91.36119114939060637,-83.795817233697789561,-15.002440605171159405,0,-74.279217103826454149,44.611213107385367493
2,176.51535156267254933,-85.932534793218906088,-40.056609725343264472,-53.495126006198916002,0,-71.089312074827830656,42.124714472433822721
3,188.05891637102467939,-83.828064553385047475,-1.8033142553937295816,-88.131478715367848054,0,-67.747506806352930653,39.638215837482221104
4,207.68297654522302764,-81.285163013585702174,0,-137.53498419242851014,50.532847514191871596,-66.988005608972343907,0
5,201.91119414104741736,-79.706810333710222949,20.931311033168412905,-157.45684071346749988,51.869518036082354229,-68.0513072853052563,0
6,162.66307379265072086,-79.268379033744849949,0,-131.54768233565937408,46.989425901193499158,-70.026010398494918263,0
7,147.07926130137548171,-77.953085133848617261,0,-110.82732404227817824,27.148864495569455357,-70.481711116923293048,14.571071129314077552
8,144.7705483397048738,-68.307596534609729133,0,-111.1299431454108344,30.970671149732083904,-70.329810877447130224,10.633613375851382443
9,130.95622123309476592,-61.748012310789363255,29.834835624424272282,-149.80128851269728329,52.968203479433100256,-59.578489315994943354,0
10,68.557214209907215263,-56.632608207119346844,36.19090686096922127,-141.19830719617311843,54.413842220683932283,-49.743874787796926284,0
11,9.7192386993738182355,-51.370568231135507631,44.445927088446296693,-135.48101990717668741,57.247294153535790429,-43.686678500019525018,0
12,-30.558140255217949743,-49.49373476174798725,40.817346768676202373,-124.59361588910815044,59.670762939368728439,-40.836931167679949795,0
13,-37.906676492693804903,-47.493272924301322746,40.363774228704869529,-122.5670764850069645,62.099436024670239931,-41.026029340594050154,0
14,-24.245041768500414037,-46.111341455028991732,40.635917752687646498,-121.76481139571023959,62.639526658401564418,-42.222703176876052567,0
15,26.579400964470551116,-54.634789253536268916,37.279480956900329147,-125.9169476888846475,62.655717812303578285,-45.089887333059550656,0
16,99.978976833797787549,-61.782078368561656134,40.653565467531848299,-141.99839361018712225,62.566666465842558864,-50.785735900211534499,0
17,111.09720478413328237,-66.876906591936517543,0,-98.859576719103188225,42.327795142205332013,-62.944372651684489028,10.980380632545461594
18,113.03400516777492157,-72.309310061590849728,-38.057612922144528511,-40.519865315190145338,0,-73.055902708704707038,52.256907282113161273
