Timestep,Dakar>Thies,Diourbel>Thies,FKK>MTKK,FKK>Thies,FKK>ZS,LS>Thies,MTKK>ZS
0,129.18673584842963464,-96.46540834358779648,-47.726390827108843951,-55.929323384279086895,0,-77.446337096903789643,47.159006824965956639
1,164.39460851390322205,-91.079718254812746636,-7.7008047533314538668,-90.782681310140105779,0,-74.0513667446123236,44.611213107385367493
2,178.24688628392596002,-85.669476013239773238,0,-123.26165787017725961,30.003187767887538939,-70.861461715613586421,12.121526704546283781
3,189.79045109227718058,-83.565005773405800937,0.72361292180613645542,-142.00335610079764592,51.638215837482221104,-67.595606566876881516,0
4,209.41451126647552883,-81.022104233606455637,18.695355355152628363,-156.4641867451186954,51.059960340981888294,-66.836105369496181083,0
5,203.64272886229991855,-79.443751553730976411,0,-133.55504112128346605,49.192295106318852049,-67.899407045829093477,0
6,164.39460851390322205,-79.005320253765603411,-11.525965814576352386,-72.836780200388147932,0,-69.798160039280674027,41.315156777333299942
7,148.81079602262798289,-77.777712613862490798,-40.596608418126720608,-42.788585499329201411,0,-70.329810877447130224,41.71993562488353291
8,146.50208306095737498,-68.044537754630482596,-43.369891642647644403,-36.496114723778646294,0,-70.101960518232999675,41.546458975933433067
9,131.59184500084847969,-63.192912244221929541,-0.68958498206848162226,-67.592738682550134399,0,-60.701637216332187563,40.968203479433100256
10,127.77135985534550855,-62.225172558161602865,10.87053605316998528,-118.39438503022347504,54.413842220683932283,-53.912799403472490667,0
11,117.1962611506214671,-59.290817629386424414,48.331519145320726238,-144.44457501513852549,57.247294153535790429,-48.858747312331843204,0
12,88.126744787694406114,-58.954200728289038125,44.702938825550518231,-134.15881784001430788,59.666715150893310238,-45.795498546315457133,0
13,67.697825056216970552,-56.668615189053298309,44.249366285579299074,-132.34923452027578605,62.095388236194821729,-46.586489955187516898,0
14,37.439387903064925922,-52.966350215182387728,44.521509809562076043,-130.43989805577348307,62.635478869926146217,-46.150249510150274546,0
15,84.522111345114353753,-60.678983793151928694,41.165073013774758692,-133.47222124587187864,62.651091768331639287,-51.174734540955114426,0
16,82.425436824082680687,-67.504907233018229817,0,-72.122128250247442338,28.698845953399882092,-56.465319533865226731,21.863772723967144884
17,96.730215010251413332,-72.045795581603215396,-31.789107823037113576,-28.206114968852944003,0,-68.667387224467347551,53.304127986275261719
18,99.48802145031731925,-76.727015342770982897,-82.629205059485002494,0,0,-76.610406954987752215,52.252859493637629384
19,165.63533061883299524,-91.030598955336245126,-90.859785982216521916,-19.303698755848472501,0,-86.476224779853964719,54.569351012618085406
20,205.77941902882685099,-99.264353762566884143,-87.75766611047600918,-26.506443463071718725,0,-89.400126442477585442,54.820313898099243488
21,206.63603283283555356,-103.73109184661439031,-90.455603357139125364,-25.272879258475768438,0,-88.009479750073637661,53.991095516117695752
22,184.38534274350149644,-103.40489895944017462,-87.867724630368570615,-25.505834982348915219,0,-86.867949450410606005,54.015382246970716551
23,151.12434231651513983,-101.48456986559176585,-92.610550363764275517,-17.626044568049110239,0,-83.728171500438975272,51.620247980466217541
24,136.11287473344054888,-96.706545558568791421,-101.39975846568256657,-7.095816180468773382,0,-79.085340680851231809,48.411508230385720708
25,158.62282610972761177,-92.227531398122209794,-102.90104399211134023,0,0,-75.494419019635529366,45.709898550736056677
26,182.28713396684906911,-88.376350859226135981,-81.484385928290237189,-16.921873519478140224,0,-72.15261375116074305,43.165574366134478623
27,197.87094645812430826,-85.8448485332258997,-53.453068768029481816,-41.56499510977528189,0,-69.874110159018755439,41.372982326983333223
28,212.30040246856424346,-83.389633253419560788,-38.589439300295452995,-53.984744333738490241,0,-68.658908243209793909,40.447773532582743883
29,211.72322422814613674,-81.285163013585702174,-38.445535192942656977,-51.293747358317432372,0,-68.658908243209793909,40.447773532582743883
30,184.0186686881015703,-80.408300413654842487,-72.67680131279928446,-16.182684350703311793,0,-70.177910637971081087,41.604284525583466348
31,200.17965941979400668,-78.566888953800116724,-52.887586659723524463,-33.234753130755962047,0,-70.329810877447130224,41.71993562488353291
32,193.25352053478309244,-70.499753034436821508,-40.748157498024056622,-40.290911385412073287,0,-71.013361955089749245,42.240365571733889283
33,142.35928463715208636,-62.601645548762121507,-1.4658651390677164272,-64.701149463142883178,0,-65.944382482470246032,45.015991954935600461
34,145.33834966824088042,-62.933571680589238895,4.6409032750813139501,-116.12526387382968096,58.743241122982226443,-59.978237579108963473,0
35,119.52322437729526428,-58.964731283956780317,52.093737971811037823,-144.02625257062481978,53.315156777333299942,-43.412009904543083394,0
